Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,219.0800018310547,219.75999450683594,217.83999633789062,219.66000366210938,218.2001495361328,3935700
2020-01-03,217.13999938964844,219.67999267578125,216.75,218.92999267578125,217.47499084472656,3423200
2020-01-06,216.49000549316406,220.0,216.39999389648438,219.9600067138672,218.49815368652344,5682800
2020-01-07,219.5,220.55999755859375,216.89999389648438,218.52000427246094,217.06771850585938,5685400
2020-01-08,218.8000030517578,222.97000122070312,218.6699981689453,221.7899932861328,220.31597900390625,4916200
2020-01-09,222.63999938964844,225.5500030517578,221.85000610351562,225.19000244140625,223.69338989257812,4843600
2020-01-10,224.75,225.49000549316406,223.02999877929688,224.22000122070312,222.72984313964844,4226600
2020-01-13,224.5,224.50999450683594,222.67999267578125,223.33999633789062,221.85568237304688,6060900
2020-01-14,222.47999572753906,224.9499969482422,222.30999755859375,222.80999755859375,221.32920837402344,3915100
2020-01-15,222.27999877929688,224.97999572753906,222.1300048828125,224.58999633789062,223.09738159179688,3444300
2020-01-16,225.92999267578125,228.86000061035156,225.39999389648438,228.82000732421875,227.2992706298828,5390800
2020-01-17,229.61000061035156,232.60000610351562,228.91000366210938,231.91000366210938,230.3687286376953,7979200
2020-01-21,231.52999877929688,233.66000366210938,231.05999755859375,232.9499969482422,231.4018096923828,4873500
2020-01-22,233.7899932861328,236.52999877929688,232.8800048828125,232.89999389648438,231.35214233398438,4030800
2020-01-23,232.1300048828125,234.82000732421875,230.63999938964844,233.64999389648438,232.09716796875,4617900
2020-01-24,234.4600067138672,235.42999267578125,230.55999755859375,232.0,230.4581298828125,4467500
2020-01-27,228.1999969482422,232.47000122070312,228.1999969482422,231.19000244140625,229.6535186767578,3595600
2020-01-28,231.82000732421875,235.25,231.35000610351562,233.86000061035156,232.30577087402344,3621900
2020-01-29,234.89999389648438,235.8800048828125,233.39999389648438,234.02000427246094,232.46470642089844,2564000
2020-01-30,232.0,233.3000030517578,231.57000732421875,232.7899932861328,231.2428741455078,4685700
2020-01-31,232.9600067138672,233.22999572753906,227.88999938964844,228.10000610351562,226.5840606689453,5304700
2020-02-03,230.3000030517578,233.52999877929688,229.35000610351562,231.5399932861328,230.00119018554688,5100900
2020-02-04,234.02999877929688,236.36000061035156,234.02999877929688,235.0,233.43820190429688,3505100
2020-02-05,237.10000610351562,238.32000732421875,235.86000061035156,238.11000061035156,236.52752685546875,3868600
2020-02-06,238.0,239.41000366210938,237.47999572753906,238.83999633789062,237.25267028808594,3930300
2020-02-07,238.83999633789062,239.52999877929688,236.52000427246094,237.3000030517578,235.72291564941406,2456100
2020-02-10,236.60000610351562,240.61000061035156,236.17999267578125,240.61000061035156,239.0109100341797,2568000
2020-02-11,240.61000061035156,242.4499969482422,240.1999969482422,241.63999938964844,240.03407287597656,2692400
2020-02-12,242.1300048828125,242.3000030517578,238.83999633789062,241.58999633789062,239.98439025878906,3592100
2020-02-13,240.97000122070312,243.60000610351562,240.39999389648438,242.36000061035156,240.74928283691406,2468100
2020-02-14,243.44000244140625,245.1999969482422,242.6300048828125,245.02999877929688,243.4015350341797,2841600
2020-02-18,244.83999633789062,246.11000061035156,243.16000366210938,243.94000244140625,242.31878662109375,2892600
2020-02-19,244.91000366210938,245.5,243.00999450683594,243.63999938964844,242.02076721191406,2713300
2020-02-20,243.69000244140625,247.1199951171875,242.14999389648438,247.02000427246094,245.37831115722656,3701800
2020-02-21,246.5,247.36000061035156,244.0,245.33999633789062,243.70947265625,3881100
