Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,170.36000061035156,171.07000732421875,168.9499969482422,171.07000732421875,169.76927185058594,509100
2020-01-03,168.36000061035156,170.3000030517578,167.5,169.32000732421875,168.03257751464844,461900
2020-01-06,169.0,169.5,166.67999267578125,167.9199981689453,166.64321899414062,372900
2020-01-07,167.27999877929688,168.07000732421875,165.44000244140625,165.88999938964844,164.62864685058594,324800
2020-01-08,166.61000061035156,168.0399932861328,166.30999755859375,166.72999572753906,165.46226501464844,462500
2020-01-09,167.69000244140625,168.05999755859375,166.3000030517578,167.25999450683594,165.9882354736328,443600
2020-01-10,167.52000427246094,167.52000427246094,164.92999267578125,165.99000549316406,164.72789001464844,546000
2020-01-13,166.39999389648438,166.85000610351562,164.8000030517578,166.85000610351562,165.58135986328125,463100
2020-01-14,166.57000732421875,167.50999450683594,166.05999755859375,166.5800018310547,165.3134002685547,446600
2020-01-15,165.6699981689453,165.99000549316406,161.72999572753906,162.6199951171875,161.38351440429688,618800
2020-01-16,163.50999450683594,164.5,162.74000549316406,163.9499969482422,162.70339965820312,615200
2020-01-17,164.4600067138672,164.72000122070312,162.75,163.02999877929688,161.79039001464844,755000
2020-01-21,162.0,162.97000122070312,160.75,160.97000122070312,159.74606323242188,700900
2020-01-22,161.4600067138672,162.88999938964844,160.6999969482422,161.8699951171875,160.6392059326172,991500
2020-01-23,164.47000122070312,170.82000732421875,158.41000366210938,170.3699951171875,169.0745849609375,1879400
2020-01-24,170.82000732421875,173.44000244140625,168.08999633789062,171.49000549316406,170.1860809326172,1282200
2020-01-27,168.32000732421875,170.60000610351562,168.02000427246094,168.02999877929688,166.75238037109375,1144800
2020-01-28,169.4499969482422,172.17999267578125,168.99000549316406,170.72999572753906,169.4318389892578,709500
2020-01-29,171.39999389648438,172.4499969482422,168.80999755859375,169.10000610351562,167.8142547607422,739300
2020-01-30,167.80999755859375,170.9600067138672,166.02000427246094,170.69000244140625,169.39215087890625,981100
2020-01-31,169.32000732421875,169.97000122070312,167.6999969482422,168.52000427246094,167.23866271972656,814100
2020-02-03,169.4499969482422,171.3699951171875,169.02999877929688,169.08999633789062,167.8043212890625,605200
2020-02-04,171.1300048828125,172.38999938964844,170.2899932861328,170.52999877929688,169.23336791992188,523000
2020-02-05,173.1300048828125,173.44000244140625,172.05999755859375,173.0399932861328,171.72427368164062,402600
2020-02-06,174.0,174.0,171.00999450683594,171.13999938964844,169.83872985839844,359300
2020-02-07,169.2899932861328,170.35000610351562,168.55999755859375,169.9499969482422,168.65777587890625,568100
2020-02-10,169.3000030517578,169.86000061035156,167.3800048828125,168.80999755859375,167.5264434814453,646200
2020-02-11,169.74000549316406,170.5,168.89999389648438,169.36000061035156,168.072265625,479000
2020-02-12,170.55999755859375,171.0500030517578,169.36000061035156,169.58999633789062,168.30052185058594,340000
2020-02-13,168.7100067138672,170.6699981689453,168.67999267578125,170.58999633789062,169.29290771484375,375200
2020-02-14,170.02999877929688,170.49000549316406,169.02999877929688,169.77999877929688,168.48907470703125,387300
2020-02-18,169.14999389648438,169.2899932861328,165.47000122070312,166.8000030517578,165.53173828125,649100
2020-02-19,167.13999938964844,168.66000366210938,166.64999389648438,168.25999450683594,166.98062133789062,750300
2020-02-20,167.6300048828125,170.3300018310547,167.6300048828125,169.52999877929688,168.240966796875,538900
2020-02-21,168.4600067138672,168.9499969482422,167.27999877929688,168.57000732421875,167.2882843017578,826600
2020-02-24,165.74000549316406,165.77999877929688,163.08999633789062,163.86000061035156,162.6140899658203,799500
2020-02-25,164.0,164.0,155.86000061035156,155.9499969482422,154.76422119140625,1083800
2020-02-26,156.9199981689453,159.0,153.41000366210938,153.4600067138672,152.2931671142578,985100
2020-02-27,150.0399932861328,155.02000427246094,144.60000610351562,144.6699981689453,143.5699920654297,1429300
2020-02-28,140.00999450683594,142.25,136.3800048828125,140.3800048828125,140.3800048828125,1945500
2020-03-02,140.3800048828125,147.55999755859375,137.50999450683594,147.50999450683594,147.50999450683594,1320700
2020-03-03,146.82000732421875,148.11000061035156,138.6699981689453,139.22999572753906,139.22999572753906,1493100
2020-03-04,140.55999755859375,143.36000061035156,135.4600067138672,143.08999633789062,143.08999633789062,1159700
2020-03-05,137.07000732421875,138.3800048828125,128.82000732421875,131.58999633789062,131.58999633789062,1630600
2020-03-06,126.11000061035156,129.22999572753906,122.47000122070312,125.12999725341797,125.12999725341797,1354800
2020-03-09,112.26000213623047,114.87999725341797,108.5999984741211,108.5999984741211,108.5999984741211,1380900
2020-03-10,116.01000213623047,119.18000030517578,109.26000213623047,116.83999633789062,116.83999633789062,1762200
2020-03-11,112.70999908447266,114.63999938964844,108.68000030517578,111.18000030517578,111.18000030517578,1314600
2020-03-12,102.0999984741211,113.08999633789062,101.02999877929688,102.27999877929688,102.27999877929688,1927400
2020-03-13,112.26000213623047,112.9800033569336,106.73999786376953,112.75,112.75,2085400
2020-03-16,96.02999877929688,107.33000183105469,94.61000061035156,99.52999877929688,99.52999877929688,1467100
2020-03-17,101.97000122070312,111.86000061035156,99.0,109.76000213623047,109.76000213623047,1772900
2020-03-18,101.37000274658203,110.7300033569336,100.5999984741211,107.75,107.75,1896900
2020-03-19,105.41999816894531,109.8499984741211,101.58000183105469,104.83999633789062,104.83999633789062,1339100
2020-03-20,106.73999786376953,106.73999786376953,98.52999877929688,98.76000213623047,98.76000213623047,1342000
2020-03-23,97.80999755859375,98.6500015258789,87.63999938964844,88.0999984741211,88.0999984741211,1387800
2020-03-24,94.0,100.18000030517578,90.77999877929688,98.7699966430664,98.7699966430664,1394400
2020-03-25,98.2699966430664,108.9800033569336,93.83999633789062,105.0,105.0,1560200
2020-03-26,105.79000091552734,111.72000122070312,103.70999908447266,110.70999908447266,110.70999908447266,1134500
2020-03-27,105.5999984741211,110.72000122070312,104.98999786376953,107.29000091552734,107.29000091552734,812600
2020-03-30,106.55000305175781,108.47000122070312,103.41999816894531,106.9000015258789,106.9000015258789,1145500
2020-03-31,105.30000305175781,108.80999755859375,101.5999984741211,103.43000030517578,103.43000030517578,978100
2020-04-01,97.95999908447266,99.66999816894531,94.44999694824219,95.86000061035156,95.86000061035156,899700
2020-04-02,94.62999725341797,100.33000183105469,94.12000274658203,95.73999786376953,95.73999786376953,793400
2020-04-03,94.56999969482422,97.37000274658203,90.94999694824219,91.66999816894531,91.66999816894531,1138500
2020-04-06,97.19999694824219,103.68000030517578,95.87999725341797,102.79000091552734,102.79000091552734,1141700
2020-04-07,109.83999633789062,111.93000030517578,103.11000061035156,103.62000274658203,103.62000274658203,921300
2020-04-08,105.0,108.12000274658203,103.1500015258789,107.63999938964844,107.63999938964844,672200
2020-04-09,110.83000183105469,115.16000366210938,109.44000244140625,114.75,114.75,1221500
2020-04-13,114.5999984741211,114.5999984741211,109.2300033569336,110.76000213623047,110.76000213623047,731800
2020-04-14,113.45999908447266,113.73999786376953,107.1500015258789,109.37999725341797,109.37999725341797,833900
2020-04-15,104.58999633789062,104.81999969482422,100.5999984741211,100.94999694824219,100.94999694824219,725900
2020-04-16,100.5999984741211,101.01000213623047,95.69000244140625,96.29000091552734,96.29000091552734,889800
2020-04-17,100.41000366210938,105.80999755859375,100.01000213623047,105.4800033569336,105.4800033569336,1130900
2020-04-20,107.45999908447266,110.97000122070312,100.83999633789062,105.5999984741211,105.5999984741211,1208100
2020-04-21,101.66000366210938,105.69999694824219,100.41999816894531,104.62999725341797,104.62999725341797,903200
2020-04-22,106.94999694824219,107.80999755859375,103.75,104.05999755859375,104.05999755859375,590000
2020-04-23,104.08999633789062,105.83999633789062,102.56999969482422,103.55999755859375,103.55999755859375,630700
