Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,145.8699951171875,146.02000427246094,145.0800018310547,145.97000122070312,145.0450897216797,5777000
2020-01-03,143.5,145.3699951171875,143.0,144.27999877929688,143.3657989501953,5752400
2020-01-06,144.0,144.1999969482422,142.85000610351562,144.10000610351562,143.18695068359375,7731300
2020-01-07,144.00999450683594,145.4499969482422,141.3800048828125,144.97999572753906,144.0613555908203,7382900
2020-01-08,144.8699951171875,145.97999572753906,143.6999969482422,144.9600067138672,144.04150390625,6605800
2020-01-09,145.75999450683594,146.02999877929688,144.99000549316406,145.38999938964844,144.46876525878906,6112700
2020-01-10,145.75,146.17999267578125,144.89999389648438,145.05999755859375,144.14085388183594,5042600
2020-01-13,145.47999572753906,145.7899932861328,144.72000122070312,145.6999969482422,144.7768096923828,4593200
2020-01-14,145.0500030517578,146.61000061035156,144.72999572753906,146.52000427246094,145.59161376953125,7037500
2020-01-15,146.39999389648438,147.39999389648438,146.24000549316406,147.00999450683594,146.07850646972656,4960300
2020-01-16,147.4199981689453,148.83999633789062,146.1999969482422,148.1999969482422,147.26095581054688,6476000
2020-01-17,148.41000366210938,149.41000366210938,147.92999267578125,149.1699981689453,148.22482299804688,9083600
2020-01-21,148.5800018310547,150.1699981689453,148.5,149.27000427246094,148.32418823242188,9543900
2020-01-22,146.6999969482422,149.17999267578125,146.0,148.25,147.31065368652344,10305300
2020-01-23,148.0399932861328,148.77000427246094,146.75999450683594,148.52999877929688,147.5888671875,8671900
2020-01-24,148.5800018310547,148.9499969482422,147.92999267578125,148.32000732421875,147.38021850585938,9051900
2020-01-27,147.52000427246094,149.4600067138672,147.0,148.75,147.80747985839844,7587100
2020-01-28,148.4600067138672,150.57000732421875,148.14999389648438,149.5,148.552734375,7336600
2020-01-29,149.4499969482422,151.19000244140625,149.1300048828125,150.5399932861328,149.5861358642578,6288600
2020-01-30,150.02999877929688,150.50999450683594,149.0500030517578,150.36000061035156,149.4072723388672,6470600
2020-01-31,149.75,150.0,148.63999938964844,148.8699951171875,147.9267120361328,8651700
2020-02-03,149.4199981689453,150.49000549316406,149.24000549316406,150.1699981689453,149.21847534179688,5765200
2020-02-04,151.49000549316406,152.75,151.1999969482422,151.60000610351562,150.63943481445312,6541400
2020-02-05,151.72000122070312,154.02000427246094,151.30999755859375,153.99000549316406,153.0142822265625,5979900
2020-02-06,154.25,154.5,152.74000549316406,153.52999877929688,152.55718994140625,6201200
2020-02-07,153.33999633789062,153.4600067138672,151.5500030517578,151.88999938964844,150.92758178710938,5700300
2020-02-10,151.67999267578125,151.91000366210938,150.88999938964844,151.86000061035156,150.8977813720703,4835600
